0.0048	0
0.0088	0.00000002209
0.012	0.0000000408321
0.0166	0.0000000781456
0.022	0.00000013456
0.0279	0.0000002140369
0.0335	0.00000030276
0.0392	0.00000040804
0.0454	0.0000005317636
0.0503	0.0000006380676
0.0564	0.0000007800849
0.0622	0.0000009199089
0.0687	0.0000010843849
0.0756	0.0000012623809
0.093	0.00000170569
0.1054	0.00000200704
0.1174	0.00000229441
0.1398	0.00000277729
0.1726	0.00000334084
0.2143	0.00000389376
0.2713	0.00000446224
0.331	0.00000501264
0.3891	0.00000561001
0.457	0.00000627264
0.52	0.00000697225
0.58	0.00000765625
0.651	0.00000848241
0.729	0.00000942841
0.81	0.00001042441
0.878	0.00001127844
	0
0.55	0.00000732736
0.914	0.00001177225
1.268	0.00001635841
1.666	0.00002175625
2.106	0.00002795584
2.57	0.00003470769
3	0.00004112784
3.48	0.00004835601
3.88	0.00005466244
4.32	0.00006190144
4.68	0.00006713281
5.16	0.00007485696
5.57	0.00008133904
5.97	0.00008773444
7.32	0.0001089
7.93	0.0001225
8.43	0.0001296
9.02	0.0001369
9.55	0.0001444
9.95	0.0001521
10.47	0.00016
10.9	0.0001681
11.4	0.0001764
11.9	0.0001849
12.51	0.0001936
12.93	0.0002025
13.38	0.0002116
13.89	0.0002209
14.39	0.0002304
14.93	0.0002304
15.22	0.0002304
15.56	0.0002401
15.87	0.0002304
16.23	0.0002304
16.54	0.0002209
16.8	0.0002209
16.89	0
