0.0048	20.58
0.0088	1.893491124
0.012	1.87755102
0.0166	1.956521739
0.022	1.947194719
0.0279	2.02166065
0.0335	2.035714286
0.0392	2.167832168
0.0454	2.227272727
0.0503	2.284644195
0.0564	2.416666667
0.0622	2.5
0.0687	2.653846154
0.0756	3.01559792
0.093	3.542857143
0.1054	3.870967742
0.1174	4.666666667
0.1398	6.431372549
0.1726	9.065217391
0.2143	12.95454545
0.2713	14.925
0.331	14.17073171
0.3891	15.79069767
0.457	14.65116279
0.52	15
0.58	15.43478261
0.651	15.6
0.729	16.2
0.81	16.58536585
0.878	8.267419962
	6.425233645
0.55	15.89519651
0.914	18.24742268
1.268	20.30612245
1.666	22.33502538
2.106	24.29319372
2.57	26.06060606
3	28.07017544
3.48	28.77697842
3.88	29.33333333
4.32	34.95145631
4.68	33.10344828
5.16	35.34482759
5.57	36.36363636
5.97	39.9408284
7.32	30.5
7.93	50
8.43	59
9.02	53
9.55	40
9.95	52
10.47	43
10.9	50
11.4	50
11.9	61
12.51	42
12.93	45
13.38	51
13.89	50
14.39	0
14.93	0
15.22	34
15.56	-31
15.87	0
16.23	-31
16.54	0
16.8	-0.1914893617
16.89	0
